Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.455,0.105,0.4445,0.1115,1,0,1,0
0.46,0.115,0.511,0.123,1,0,1,0
0.495,0.12,0.589,0.1405,2,0,1,0
0.5,0.13,0.5945,0.1535,2,0,0,1
0.5,0.12,0.529,0.16,2,0,1,0
0.52,0.105,0.872,0.1985,2,0,0,1
0.52,0.145,0.77,0.1895,1,0,1,0
0.525,0.135,0.8435,0.1815,2,1,0,0
0.535,0.14,0.818,0.189,1,0,0,1
0.54,0.14,0.8035,0.21,2,1,0,0
0.54,0.15,0.8115,0.2035,2,1,0,0
0.57,0.13,0.782,0.1965,2,1,0,0
0.57,0.14,0.8745,0.25,2,0,0,1
0.58,0.16,0.984,0.27,2,0,0,1
0.58,0.135,0.95,0.2325,2,1,0,0
0.59,0.155,1.1735,0.2595,2,0,0,1
0.59,0.15,0.976,0.2765,2,1,0,0
0.59,0.155,1.0785,0.31,2,0,0,1
0.595,0.16,1.057,0.31,2,0,0,1
0.6,0.175,1.11,0.285,2,0,0,1
0.6,0.16,1.142,0.307,2,0,0,1
0.605,0.19,1.1255,0.26,2,0,0,1
0.62,0.17,1.1045,0.287,2,1,0,0
0.625,0.175,1.3405,0.337,2,0,0,1
0.625,0.13,1.082,0.25,2,0,0,1
0.625,0.16,1.254,0.3485,2,1,0,0
0.63,0.165,1.2005,0.294,2,0,0,1
0.63,0.16,1.243,0.3,2,0,0,1
0.635,0.185,1.286,0.4105,2,1,0,0
0.645,0.16,1.1665,0.299,2,1,0,0
0.645,0.16,1.144,0.319,2,1,0,0
0.65,0.19,1.385,0.405,2,1,0,0
0.655,0.155,1.309,0.385,2,1,0,0
0.655,0.17,1.527,0.331,2,1,0,0
0.665,0.19,1.6385,0.371,2,0,0,1
0.695,0.195,1.691,0.4755,2,0,0,1
0.72,0.18,1.719,0.3875,2,1,0,0
0.72,0.18,1.52,0.435,2,1,0,0
0.72,0.17,1.613,0.4945,2,1,0,0
0.735,0.21,2.2355,0.5315,2,0,0,1
0.74,0.19,2.3235,0.505,2,0,0,1
0.31,0.07,0.1245,0.038,1,0,1,0
0.315,0.075,0.1285,0.0405,1,0,1,0
0.32,0.08,0.181,0.0495,1,0,1,0
0.325,0.075,0.1585,0.0455,1,0,1,0
0.335,0.09,0.1965,0.056,1,0,1,0
0.37,0.085,0.198,0.058,1,0,1,0
0.37,0.09,0.1855,0.065,1,0,1,0
0.375,0.085,0.2145,0.072,1,0,1,0
0.4,0.09,0.3245,0.088,2,0,1,0
0.41,0.095,0.2625,0.09,1,0,1,0
0.425,0.1,0.371,0.115,2,0,1,0
0.435,0.095,0.298,0.115,1,0,1,0
0.445,0.09,0.336,0.0855,1,0,1,0
0.46,0.14,0.447,0.16,2,0,1,0
0.465,0.11,0.4085,0.131,2,1,0,0
0.47,0.13,0.587,0.174,2,0,1,0
0.475,0.11,0.494,0.1545,2,0,1,0
0.495,0.12,0.614,0.161,2,0,1,0
0.5,0.13,0.5075,0.1755,2,0,1,0
0.5,0.12,0.5445,0.152,2,0,1,0
0.505,0.125,0.6115,0.2,2,0,1,0
0.505,0.125,0.5605,0.17,2,0,1,0
0.505,0.115,0.521,0.15,2,0,0,1
0.51,0.145,0.5775,0.177,2,0,1,0
0.51,0.125,0.5935,0.204,2,0,1,0
0.52,0.11,0.597,0.16,2,0,1,0
0.52,0.15,0.9505,0.255,2,0,0,1
0.53,0.125,0.616,0.185,2,0,1,0
0.53,0.15,0.8315,0.2525,2,0,0,1
0.535,0.125,0.8725,0.24,2,1,0,0
0.54,0.13,0.8155,0.246,2,0,1,0
0.54,0.11,0.619,0.1765,2,0,1,0
0.545,0.13,0.7595,0.2055,2,0,1,0
0.545,0.15,0.742,0.208,2,0,1,0
0.55,0.165,0.804,0.244,2,0,1,0
0.55,0.13,0.664,0.21,2,0,1,0
0.55,0.14,0.745,0.2265,2,1,0,0
0.56,0.13,0.728,0.2175,2,0,1,0
0.56,0.13,0.777,0.222,2,0,1,0
0.575,0.15,0.8765,0.228,2,1,0,0
0.575,0.16,0.9895,0.246,2,0,1,0
0.575,0.165,0.9655,0.23,2,0,0,1
0.58,0.15,0.9065,0.29,2,0,0,1
0.58,0.15,1.049,0.305,2,0,0,1
0.58,0.17,0.9705,0.248,2,1,0,0
0.58,0.15,0.92,0.2895,2,1,0,0
0.58,0.15,0.9525,0.287,2,0,0,1
0.58,0.125,0.7855,0.195,2,1,0,0
0.585,0.135,0.855,0.26,2,0,1,0
0.59,0.15,1.142,0.345,2,0,0,1
0.59,0.125,0.755,0.238,2,0,1,0
0.59,0.145,0.9745,0.259,2,0,1,0
0.595,0.155,1.2015,0.265,2,0,0,1
0.595,0.17,1.1295,0.265,2,0,0,1
0.6,0.135,0.9205,0.253,2,0,1,0
0.6,0.17,1.056,0.3135,2,1,0,0
0.6,0.195,1.34,0.3605,2,0,0,1
0.6,0.15,0.9625,0.2775,2,1,0,0
0.6,0.165,1.0475,0.315,2,0,0,1
0.605,0.17,1.0915,0.335,2,1,0,0
0.605,0.18,1.167,0.3745,2,0,0,1
0.605,0.155,0.9995,0.3,2,0,1,0
0.61,0.155,1.0485,0.274,2,0,1,0
0.61,0.195,1.2735,0.398,2,1,0,0
0.61,0.14,1.0625,0.2915,2,0,0,1
0.61,0.16,1.1545,0.2915,2,0,1,0
0.615,0.175,1.194,0.3165,2,1,0,0
0.615,0.135,1.1215,0.29,2,1,0,0
0.615,0.15,0.9335,0.2615,2,0,0,1
0.615,0.165,1.198,0.3185,2,1,0,0
0.62,0.15,0.9545,0.277,2,1,0,0
0.62,0.195,1.3585,0.3745,2,0,0,1
0.625,0.175,1.2075,0.3525,2,0,0,1
0.625,0.165,1.217,0.3115,2,0,0,1
0.625,0.16,1.217,0.355,2,1,0,0
0.625,0.145,0.92,0.28,2,1,0,0
0.625,0.12,0.8765,0.233,2,0,0,1
0.63,0.165,1.2615,0.3885,2,1,0,0
0.63,0.18,1.2795,0.315,2,0,0,1
0.63,0.185,1.167,0.34,2,1,0,0
0.63,0.17,1.1885,0.348,1,0,0,1
0.635,0.19,1.3765,0.406,2,1,0,0
0.635,0.175,1.292,0.367,2,0,0,1
0.635,0.18,1.1795,0.355,2,0,0,1
0.635,0.19,1.29,0.352,2,1,0,0
0.635,0.16,1.2075,0.345,2,0,0,1
0.64,0.18,1.297,0.363,2,0,0,1
0.64,0.175,1.4585,0.4395,2,0,0,1
0.645,0.15,1.151,0.293,2,1,0,0
0.645,0.17,1.197,0.317,2,1,0,0
0.645,0.19,1.539,0.445,2,0,0,1
0.65,0.195,1.676,0.47,2,0,0,1
0.65,0.2,1.6645,0.43,2,1,0,0
0.655,0.205,1.528,0.4535,2,1,0,0
0.655,0.2,1.494,0.405,2,1,0,0
0.66,0.16,1.277,0.394,2,1,0,0
0.66,0.18,1.5965,0.3605,2,1,0,0
0.665,0.175,1.3805,0.325,2,1,0,0
0.67,0.175,1.2565,0.386,2,0,1,0
0.67,0.19,1.527,0.44,2,1,0,0
0.67,0.17,1.4005,0.387,2,0,0,1
0.67,0.195,1.4405,0.425,2,0,0,1
0.67,0.175,1.482,0.365,2,0,0,1
0.68,0.16,1.2345,0.325,2,0,0,1
0.68,0.17,1.3435,0.355,2,1,0,0
0.685,0.19,1.533,0.41,2,0,0,1
0.69,0.18,1.8445,0.341,2,0,0,1
0.715,0.175,1.825,0.44,2,0,0,1
0.72,0.19,2.0885,0.5305,2,0,0,1
0.735,0.205,2.087,0.625,2,0,0,1
0.745,0.2,1.884,0.495,2,0,0,1
0.32,0.095,0.305,0.0885,1,0,1,0
0.43,0.115,0.4295,0.109,2,0,1,0
0.43,0.1,0.449,0.097,1,0,1,0
0.485,0.155,1.029,0.313,2,0,0,1
0.49,0.155,0.981,0.2505,2,0,0,1
0.5,0.115,0.5745,0.141,1,0,1,0
0.505,0.13,0.693,0.1515,2,1,0,0
0.51,0.21,1.183,0.343,2,1,0,0
0.525,0.135,0.7905,0.177,2,1,0,0
0.535,0.15,1.224,0.2875,2,1,0,0
0.535,0.135,0.775,0.2055,2,0,1,0
0.535,0.175,1.2705,0.337,2,0,0,1
0.555,0.19,1.406,0.389,2,0,0,1
0.555,0.15,0.873,0.1965,2,0,0,1
0.56,0.135,0.9415,0.1975,2,0,0,1
0.59,0.14,1.007,0.2925,2,1,0,0
0.595,0.15,1.0835,0.276,2,0,0,1
0.595,0.165,0.9845,0.2725,2,0,1,0
0.595,0.21,1.5245,0.41,2,1,0,0
0.61,0.175,1.024,0.322,2,0,0,1
0.61,0.17,1.281,0.33,2,0,0,1
0.62,0.17,1.148,0.3315,2,1,0,0
0.625,0.11,1.136,0.2925,2,1,0,0
0.635,0.17,1.2235,0.354,2,1,0,0
0.635,0.18,1.3695,0.363,2,1,0,0
0.64,0.16,1.006,0.2835,2,0,0,1
0.64,0.165,1.307,0.266,2,0,0,1
0.645,0.185,1.463,0.416,2,0,0,1
0.655,0.175,1.2905,0.326,2,1,0,0
0.67,0.17,1.4265,0.37,2,1,0,0
0.68,0.21,1.7885,0.437,2,0,0,1
0.7,0.185,1.6135,0.3685,2,0,0,1
0.73,0.225,2.2305,0.563,2,0,0,1
0.75,0.205,2.2635,0.726,2,1,0,0
0.255,0.065,0.074,0.02,1,0,1,0
0.375,0.08,0.2075,0.07,1,0,1,0
0.375,0.09,0.237,0.08,2,0,1,0
0.39,0.1,0.2665,0.084,1,0,1,0
0.39,0.09,0.215,0.079,2,0,1,0
0.395,0.09,0.253,0.075,1,0,1,0
0.42,0.11,0.309,0.0945,1,0,1,0
0.435,0.105,0.3535,0.1135,1,0,1,0
0.435,0.105,0.335,0.115,2,0,1,0
0.44,0.105,0.3875,0.12,2,0,1,0
0.45,0.115,0.365,0.1245,2,0,1,0
0.45,0.125,0.4045,0.1345,2,0,1,0
0.455,0.105,0.372,0.135,2,0,1,0
0.46,0.11,0.3965,0.1455,2,0,1,0
0.47,0.125,0.5225,0.162,2,0,1,0
0.475,0.11,0.456,0.16,2,0,1,0
0.495,0.1,0.44,0.15,1,0,1,0
0.495,0.115,0.507,0.15,2,0,1,0
0.5,0.135,0.5285,0.209,2,0,1,0
0.515,0.125,0.572,0.165,1,0,1,0
0.52,0.14,0.6625,0.196,2,0,1,0
0.52,0.115,0.6445,0.186,2,0,1,0
0.525,0.11,0.6275,0.18,2,0,1,0
0.535,0.145,0.6885,0.237,2,0,1,0
0.535,0.12,0.6835,0.159,2,0,0,1
0.54,0.19,0.6855,0.38,2,0,0,1
0.55,0.15,0.6755,0.21,2,0,1,0
0.55,0.145,0.783,0.265,2,0,1,0
0.56,0.145,0.894,0.264,2,0,0,1
0.565,0.135,0.768,0.2475,2,0,1,0
0.57,0.145,0.95,0.2845,2,0,0,1
0.57,0.14,0.871,0.2315,2,1,0,0
0.575,0.15,0.9785,0.276,2,0,0,1
0.575,0.13,0.7425,0.22,2,0,1,0
0.575,0.14,0.737,0.237,2,0,0,1
0.575,0.16,0.9175,0.24,2,0,1,0
0.58,0.155,0.8785,0.2425,2,1,0,0
0.585,0.175,1.1275,0.335,2,0,0,1
0.59,0.165,0.9765,0.235,2,0,0,1
0.59,0.145,0.974,0.289,2,0,1,0
0.59,0.15,0.853,0.245,2,0,0,1
0.595,0.175,0.991,0.5,2,0,0,1
0.595,0.14,0.9125,0.289,2,0,0,1
0.595,0.16,0.921,0.2875,2,1,0,0
0.6,0.14,0.869,0.291,2,1,0,0
0.6,0.15,0.8665,0.255,2,0,0,1
0.61,0.16,1.089,0.384,2,1,0,0
0.615,0.215,0.9615,0.29,2,0,0,1
0.615,0.17,1.145,0.343,2,0,0,1
0.62,0.16,0.907,0.3075,2,0,1,0
0.625,0.155,1.1635,0.355,2,1,0,0
0.63,0.175,1.1955,0.37,2,0,0,1
0.63,0.18,1.31,0.4695,2,0,0,1
0.635,0.165,1.251,0.3825,2,1,0,0
0.635,0.155,1.145,0.3155,2,1,0,0
0.635,0.18,1.154,0.387,2,0,0,1
0.64,0.145,1.1335,0.3015,2,1,0,0
0.64,0.15,1.2015,0.3355,2,1,0,0
0.65,0.17,1.5595,0.395,2,0,0,1
0.65,0.175,1.3165,0.364,2,0,0,1
0.655,0.165,1.403,0.42,2,0,0,1
0.655,0.16,1.204,0.3225,2,1,0,0
0.655,0.17,1.2895,0.3415,2,1,0,0
0.66,0.18,1.5175,0.401,2,1,0,0
0.665,0.155,1.3575,0.4485,2,0,0,1
0.675,0.145,1.3645,0.385,2,0,0,1
0.68,0.185,1.494,0.406,2,1,0,0
0.68,0.195,1.664,0.545,2,1,0,0
0.685,0.165,1.545,0.4055,2,0,0,1
0.695,0.2,1.5855,0.471,2,1,0,0
0.7,0.22,1.666,0.455,2,1,0,0
0.71,0.175,1.724,0.4625,2,0,0,1
0.73,0.205,1.908,0.5965,2,1,0,0
0.755,0.2,2.073,0.48,2,1,0,0
0.225,0.05,0.0515,0.017,1,0,1,0
0.23,0.05,0.057,0.016,1,0,1,0
0.255,0.06,0.0925,0.025,1,0,1,0
0.355,0.075,0.204,0.0595,1,0,1,0
0.425,0.095,0.3075,0.093,1,0,1,0
0.425,0.085,0.262,0.0725,2,0,1,0
0.455,0.11,0.458,0.1305,2,0,0,1
0.46,0.14,0.491,0.174,2,0,0,1
0.495,0.12,0.474,0.1545,2,0,0,1
0.51,0.125,0.5805,0.188,2,0,0,1
0.52,0.15,0.728,0.235,2,1,0,0
0.525,0.13,0.622,0.184,2,0,0,1
0.53,0.12,0.706,0.1345,2,0,0,1
0.53,0.115,0.5685,0.161,2,1,0,0
0.545,0.145,0.9385,0.345,2,0,0,1
0.55,0.15,0.655,0.221,2,1,0,0
0.575,0.15,0.9465,0.2505,2,0,0,1
0.58,0.125,0.9115,0.121,2,0,0,1
0.595,0.145,0.942,0.277,2,0,0,1
0.6,0.18,1.193,0.3055,2,0,0,1
0.645,0.18,1.461,0.439,2,0,0,1
0.66,0.2,1.489,0.421,2,0,0,1
0.29,0.06,0.1115,0.032,1,0,1,0
0.3,0.065,0.1235,0.0315,1,0,1,0
0.37,0.1,0.2815,0.068,1,0,1,0
0.375,0.08,0.226,0.0725,1,0,1,0
0.38,0.085,0.2285,0.075,1,0,1,0
0.395,0.12,0.2995,0.0895,2,0,1,0
0.41,0.105,0.361,0.103,2,0,1,0
0.415,0.115,0.3045,0.094,1,0,1,0
0.425,0.105,0.3975,0.1175,1,0,1,0
0.44,0.1,0.379,0.101,1,0,1,0
0.44,0.12,0.4995,0.1185,1,0,1,0
0.465,0.135,0.7775,0.1455,2,0,0,1
0.47,0.1,0.4705,0.1385,2,1,0,0
0.51,0.145,0.751,0.203,2,0,0,1
0.525,0.135,0.714,0.208,2,1,0,0
0.525,0.13,0.6995,0.223,2,1,0,0
0.55,0.14,0.952,0.2185,1,1,0,0
0.56,0.15,0.8755,0.2315,2,0,0,1
0.575,0.135,0.9215,0.2365,2,0,0,1
0.575,0.135,0.8285,0.236,2,1,0,0
0.585,0.15,1.206,0.323,2,0,0,1
0.615,0.155,1.2865,0.3245,2,0,0,1
0.62,0.155,1.1945,0.352,2,1,0,0
0.63,0.19,1.1655,0.1625,2,1,0,0
0.63,0.17,1.2155,0.3105,2,1,0,0
0.67,0.165,1.1735,0.316,2,0,0,1
0.675,0.16,1.532,0.3815,2,0,0,1
0.685,0.17,1.5105,0.3725,2,1,0,0
0.485,0.1,0.5565,0.185,2,1,0,0
0.46,0.125,0.547,0.19,2,0,0,1
0.46,0.125,0.5165,0.185,2,0,0,1
0.535,0.125,0.764,0.265,2,0,0,1
0.465,0.105,0.488,0.19,2,0,0,1
0.51,0.14,0.6905,0.23,2,0,0,1
0.335,0.09,0.1835,0.065,2,0,1,0
0.55,0.16,0.97,0.48,3,0,0,1
0.18,0.08,0.033,0.01,1,0,1,0
0.215,0.055,0.059,0.0185,1,0,1,0
0.2,0.04,0.046,0.0065,1,0,1,0
0.625,0.2,1.3235,0.355,2,1,0,0
0.55,0.17,0.8465,0.245,2,0,0,1
0.585,0.15,1.047,0.315,2,0,0,1
0.645,0.18,1.2785,0.345,2,1,0,0
0.71,0.195,1.8745,0.6855,2,1,0,0
0.7,0.215,1.978,0.71,3,1,0,0
0.655,0.165,1.367,0.396,2,1,0,0
0.665,0.175,1.742,0.725,3,1,0,0
0.47,0.105,0.513,0.13,2,1,0,0
0.425,0.1,0.4085,0.135,2,0,0,1
0.54,0.13,0.56,0.175,1,0,0,1
0.505,0.125,0.635,0.175,2,0,0,1
0.535,0.165,0.875,0.3,2,0,0,1
0.43,0.09,0.397,0.12,2,1,0,0
0.55,0.11,0.806,0.215,2,0,0,1
0.34,0.085,0.204,0.05,1,1,0,0
0.275,0.065,0.1165,0.035,1,0,1,0
0.335,0.07,0.17,0.05,1,1,0,0
0.64,0.14,1.194,0.375,2,0,0,1
0.55,0.125,0.765,0.245,2,1,0,0
0.64,0.19,1.151,0.3805,2,1,0,0
0.545,0.115,0.6765,0.22,2,1,0,0
0.64,0.175,1.571,0.475,3,1,0,0
0.605,0.155,1.153,0.295,2,0,0,1
0.605,0.115,1.114,0.31,2,0,0,1
0.56,0.155,0.9125,0.35,2,0,0,1
0.57,0.155,0.872,0.285,2,1,0,0
0.525,0.16,0.792,0.28,2,0,0,1
0.505,0.18,0.606,0.18,2,1,0,0
0.35,0.09,0.2265,0.065,1,0,0,1
0.45,0.12,0.3955,0.145,2,0,0,1
0.51,0.12,0.61,0.235,2,0,1,0
0.49,0.13,0.539,0.165,2,1,0,0
0.505,0.135,0.657,0.195,2,1,0,0
0.38,0.1,0.2505,0.0775,2,0,0,1
0.27,0.07,0.102,0.034,2,0,1,0
0.37,0.1,0.2685,0.0835,1,1,0,0
0.5,0.135,0.551,0.206,2,0,0,1
0.645,0.165,1.307,0.52,2,0,0,1
0.565,0.115,0.9185,0.29,2,0,0,1
0.67,0.175,1.707,0.575,2,1,0,0
0.59,0.15,0.8805,0.235,2,1,0,0
0.47,0.11,0.4965,0.13,1,1,0,0
0.51,0.135,0.632,0.17,2,1,0,0
0.72,0.23,2.2695,0.665,3,0,0,1
0.55,0.15,0.9235,0.24,1,0,0,1
0.2,0.025,0.0345,0.01,1,0,1,0
0.65,0.18,1.3315,0.405,2,0,0,1
0.525,0.115,0.72,0.2,2,1,0,0
0.565,0.185,1.032,0.31,3,0,0,1
0.61,0.16,1.017,0.32,2,1,0,0
0.545,0.175,0.98,0.38,3,1,0,0
0.325,0.075,0.1495,0.045,1,0,1,0
0.31,0.075,0.1515,0.05,1,0,1,0
0.45,0.14,0.478,0.16,2,0,0,1
0.49,0.155,0.578,0.18,2,1,0,0
0.505,0.16,0.6835,0.215,2,1,0,0
0.385,0.1,0.2725,0.08,1,1,0,0
0.62,0.22,1.511,0.51,3,1,0,0
0.635,0.185,1.3035,0.41,3,1,0,0
0.665,0.185,1.3955,0.49,2,1,0,0
0.335,0.095,0.1975,0.07,2,0,0,1
0.295,0.075,0.116,0.04,2,0,1,0
0.48,0.125,0.523,0.175,2,0,1,0
0.32,0.08,0.1565,0.06,2,0,1,0
0.43,0.125,0.384,0.146,2,0,1,0
0.565,0.14,1.0055,0.265,2,0,0,1
0.6,0.165,1.1345,0.335,2,1,0,0
0.585,0.17,1.0835,0.325,2,1,0,0
0.555,0.14,0.868,0.21,2,1,0,0
0.57,0.16,1.0915,0.315,2,1,0,0
0.62,0.175,1.271,0.37,2,1,0,0
0.63,0.19,1.4985,0.545,3,0,0,1
0.425,0.12,0.388,0.125,2,0,0,1
0.64,0.19,1.2355,0.365,2,1,0,0
0.675,0.175,1.402,0.465,3,0,0,1
0.5,0.145,0.6025,0.21,2,0,0,1
0.385,0.09,0.2775,0.1,2,0,0,1
0.52,0.195,0.973,0.355,3,0,0,1
0.52,0.175,0.753,0.255,2,0,0,1
0.64,0.2,1.3765,0.47,3,0,0,1
0.44,0.12,0.375,0.115,2,0,1,0
0.42,0.13,0.4135,0.119,2,1,0,0
0.45,0.135,0.56,0.145,2,1,0,0
0.42,0.125,0.3915,0.115,2,0,1,0
0.64,0.19,1.2765,0.4,2,1,0,0
0.57,0.15,0.96,0.275,2,0,0,1
0.41,0.12,0.3745,0.125,2,0,0,1
0.485,0.15,0.696,0.265,2,0,0,1
0.61,0.19,1.2955,0.365,2,1,0,0
0.59,0.205,1.2315,0.42,2,1,0,0
0.665,0.155,1.383,0.485,2,0,0,1
0.345,0.1,0.2225,0.075,2,0,1,0
0.635,0.155,1.156,0.315,3,0,0,1
0.695,0.15,1.477,0.43,2,0,0,1
0.69,0.185,1.5715,0.47,2,1,0,0
0.555,0.135,0.858,0.29,2,0,0,1
0.65,0.19,1.4995,0.395,2,0,0,1
0.635,0.19,1.467,0.42,2,0,0,1
0.655,0.16,1.092,0.37,2,1,0,0
0.69,0.205,1.8165,0.515,3,1,0,0
0.695,0.16,1.6365,0.44,2,1,0,0
0.55,0.16,0.906,0.295,2,0,0,1
0.61,0.19,1.213,0.365,2,1,0,0
0.595,0.165,1.06,0.275,2,0,0,1
0.3,0.09,0.161,0.05,1,0,0,1
0.435,0.125,0.459,0.145,2,1,0,0
0.455,0.125,0.533,0.185,2,0,1,0
0.48,0.13,0.6175,0.175,2,0,0,1
0.43,0.105,0.366,0.11,1,0,1,0
0.435,0.105,0.4195,0.13,1,1,0,0
0.3,0.075,0.15,0.045,1,0,1,0
0.575,0.15,0.8745,0.29,2,1,0,0
0.505,0.11,0.655,0.185,2,0,0,1
0.455,0.125,0.484,0.165,1,0,0,1
0.64,0.165,1.4435,0.39,3,0,0,1
0.56,0.125,0.8775,0.29,2,1,0,0
0.645,0.19,1.3105,0.37,2,1,0,0
0.595,0.145,1.2515,0.33,2,1,0,0
0.565,0.115,0.9085,0.29,3,0,0,1
0.655,0.14,1.1705,0.285,2,1,0,0
0.48,0.135,0.528,0.16,2,0,0,1
0.495,0.135,0.6625,0.185,2,1,0,0
0.4,0.115,0.4335,0.12,2,1,0,0
0.41,0.125,0.3595,0.115,2,0,0,1
0.595,0.145,1.107,0.31,2,1,0,0
0.625,0.13,0.8595,0.24,2,1,0,0
0.52,0.155,0.7735,0.255,3,0,0,1
0.465,0.125,0.4365,0.145,2,0,0,1
0.475,0.14,0.501,0.175,2,1,0,0
0.5,0.14,0.6735,0.25,3,1,0,0
0.46,0.11,0.415,0.13,2,0,0,1
0.485,0.125,0.4775,0.17,2,0,0,1
0.465,0.14,0.5555,0.215,2,1,0,0
0.525,0.16,0.6445,0.22,2,0,0,1
0.655,0.19,1.428,0.565,3,1,0,0
0.69,0.185,1.6195,0.555,3,0,0,1
0.55,0.17,0.81,0.22,2,0,0,1
0.58,0.165,1.0385,0.305,2,1,0,0
0.59,0.155,0.9715,0.28,2,1,0,0
0.565,0.155,0.868,0.26,2,0,0,1
0.665,0.185,1.522,0.405,2,1,0,0
0.62,0.175,1.1255,0.315,2,1,0,0
0.55,0.13,0.7085,0.205,2,0,0,1
0.605,0.145,1.0185,0.27,2,1,0,0
0.535,0.16,0.72,0.225,2,0,0,1
0.51,0.12,0.6175,0.193,2,1,0,0
0.53,0.13,0.738,0.193,2,0,0,1
0.495,0.15,0.597,0.178,2,1,0,0
0.575,0.185,1.156,0.295,2,0,0,1
0.63,0.16,1.22,0.345,2,1,0,0
0.59,0.12,0.7485,0.22,2,0,0,1
0.605,0.165,1.0735,0.33,2,1,0,0
0.645,0.19,1.229,0.395,3,0,0,1
0.62,0.175,1.146,0.39,2,1,0,0
0.605,0.175,1.145,0.405,3,0,0,1
0.615,0.205,1.1055,0.39,3,1,0,0
0.66,0.19,1.67,0.49,2,1,0,0
0.71,0.175,1.555,0.52,2,1,0,0
0.565,0.185,0.9285,0.265,2,1,0,0
0.57,0.14,0.8085,0.22,3,1,0,0
0.6,0.175,1.057,0.355,3,0,1,0
0.41,0.115,0.2595,0.08,2,0,1,0
0.45,0.135,0.438,0.11,2,1,0,0
0.275,0.08,0.099,0.03,1,0,0,1
0.485,0.12,0.5085,0.135,2,0,1,0
0.62,0.165,1.166,0.355,2,1,0,0
0.48,0.135,0.507,0.155,2,1,0,0
0.505,0.15,0.6345,0.215,3,1,0,0
0.4,0.11,0.314,0.1,2,0,0,1
0.45,0.115,0.4385,0.1125,2,0,1,0
0.35,0.09,0.195,0.0655,2,0,0,1
0.44,0.14,0.451,0.184,3,0,0,1
0.265,0.065,0.084,0.03,1,0,0,1
0.165,0.04,0.0245,0.008,1,0,0,1
0.705,0.2,1.4685,0.52,3,1,0,0
0.535,0.155,0.7765,0.25,3,1,0,0
0.49,0.14,0.5425,0.175,2,0,1,0
0.48,0.13,0.5885,0.1595,2,1,0,0
0.395,0.105,0.3375,0.098,2,1,0,0
0.375,0.1,0.2565,0.0725,2,0,1,0
0.345,0.09,0.163,0.0485,2,0,0,1
0.55,0.135,0.8095,0.28,2,0,1,0
0.635,0.2,1.3655,0.425,3,0,1,0
0.575,0.17,0.967,0.275,2,0,1,0
0.545,0.15,0.6855,0.225,2,1,0,0
0.385,0.125,0.314,0.08,2,1,0,0
0.51,0.18,0.7005,0.2,2,1,0,0
0.44,0.125,0.4895,0.2,2,0,1,0
0.45,0.125,0.45,0.145,2,0,1,0
0.39,0.105,0.259,0.085,2,0,1,0
0.425,0.135,0.382,0.14,2,1,0,0
0.45,0.125,0.4435,0.145,2,1,0,0
0.66,0.18,1.6935,0.42,2,0,1,0
0.685,0.175,1.71,0.58,3,1,0,0
0.585,0.185,0.8575,0.275,2,1,0,0
0.54,0.145,0.97,0.264,3,0,1,0
0.49,0.135,0.59,0.1845,2,1,0,0
0.43,0.095,0.34,0.112,2,0,0,1
0.455,0.11,0.385,0.1345,2,1,0,0
0.495,0.145,0.515,0.212,2,0,1,0
0.48,0.145,0.59,0.23,2,1,0,0
0.47,0.16,0.51,0.198,2,0,1,0
0.415,0.1,0.3005,0.104,2,0,0,1
0.49,0.115,0.683,0.165,2,0,1,0
0.47,0.105,0.468,0.17,2,0,1,0
0.445,0.13,0.4075,0.18,2,0,1,0
0.51,0.13,0.584,0.185,2,1,0,0
0.52,0.145,0.829,0.205,2,1,0,0
0.475,0.14,0.4545,0.158,2,0,1,0
0.455,0.11,0.4385,0.125,2,1,0,0
0.435,0.11,0.407,0.13,2,0,1,0
0.39,0.1,0.3085,0.085,1,0,1,0
0.375,0.1,0.239,0.07,2,0,1,0
0.285,0.075,0.106,0.035,1,0,0,1
0.58,0.17,1.178,0.315,3,0,1,0
0.58,0.175,1.073,0.335,3,1,0,0
0.41,0.095,0.306,0.09,2,0,0,1
0.41,0.1,0.301,0.09,2,0,0,1
0.54,0.15,0.7585,0.19,2,0,1,0
0.33,0.085,0.171,0.055,2,0,0,1
0.44,0.115,0.3625,0.12,2,0,1,0
0.28,0.065,0.0905,0.03,1,0,0,1
0.59,0.195,1.0885,0.375,3,0,1,0
0.61,0.165,1.097,0.335,2,0,1,0
0.61,0.17,1.278,0.37,3,0,1,0
0.455,0.125,0.44,0.135,2,0,0,1
0.33,0.09,0.163,0.055,2,0,0,1
0.44,0.135,0.522,0.195,3,0,1,0
0.54,0.155,0.9715,0.29,3,0,0,1
0.475,0.125,0.588,0.155,2,1,0,0
0.46,0.15,0.5325,0.125,2,1,0,0
0.31,0.09,0.127,0.04,1,0,1,0
0.255,0.07,0.0815,0.031,1,0,1,0
0.335,0.075,0.1635,0.057,2,0,0,1
0.295,0.08,0.1,0.031,2,0,1,0
0.19,0.045,0.0265,0.009,1,0,1,0
0.545,0.165,0.9955,0.325,3,0,0,1
0.495,0.12,0.6605,0.19,2,0,0,1
0.5,0.13,0.721,0.22,2,0,0,1
0.305,0.07,0.1485,0.045,1,1,0,0
0.475,0.115,0.487,0.125,2,1,0,0
0.515,0.125,0.955,0.26,2,0,0,1
0.545,0.145,0.873,0.31,3,0,0,1
